legacy_id,branch_legacy_id,supplier_legacy_id,reference,purchase_date,total,notes,created_by,created_at,deleted_at,delete_note,is_credit
173,branch:default,47,entrada:173,2026-01-20,9000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-20 00:00:00,,,true
174,branch:default,47,entrada:174,2026-01-20,9000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-20 00:00:00,,,true
175,branch:default,46,entrada:175,2026-01-20,1430,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-20 00:00:00,,,true
176,branch:default,29,entrada:176,2026-01-21,14000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-21 00:00:00,,,true
177,branch:default,47,entrada:177,2026-01-21,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-21 00:00:00,,,true
178,branch:default,29,entrada:178,2026-01-22,28750,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-22 00:00:00,,,true
179,branch:default,51,entrada:179,2026-01-23,120,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 120 | Dias credito origen: 0 | Status origen: 1,,2026-01-23 00:00:00,,,false
180,branch:default,32,entrada:180,2026-01-27,40662.52,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-27 00:00:00,,,true
181,branch:default,29,entrada:181,2026-01-27,14849.96,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-27 00:00:00,,,true
182,branch:default,29,entrada:182,2026-01-29,132048,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-29 00:00:00,,,true
183,branch:default,36,entrada:183,2026-01-29,25297.87,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-29 00:00:00,,,true
184,branch:default,29,entrada:184,2026-01-30,5475,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-30 00:00:00,,,true
185,branch:default,32,entrada:185,2026-01-30,22218.76,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-30 00:00:00,,,true
186,branch:default,40,entrada:186,2026-02-04,22400,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
187,branch:default,47,entrada:187,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
188,branch:default,47,entrada:188,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-04 00:00:00,,,true
189,branch:default,47,entrada:189,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
190,branch:default,47,entrada:190,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
191,branch:default,47,entrada:191,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
192,branch:default,47,entrada:192,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
193,branch:default,47,entrada:193,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
194,branch:default,47,entrada:194,2026-02-04,9000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
195,branch:default,52,entrada:195,2026-02-04,19440,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
196,branch:default,52,entrada:196,2026-02-04,13086,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
197,branch:default,29,entrada:197,2026-02-04,13000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
198,branch:default,29,entrada:198,2026-02-04,1300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
199,branch:default,35,entrada:199,2026-02-04,11158.98,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-04 00:00:00,,,true
200,branch:default,29,entrada:200,2026-02-05,106704,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-05 00:00:00,,,true
201,branch:default,51,entrada:201,2026-02-07,225,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-07 00:00:00,,,true
202,branch:default,52,entrada:202,2026-02-09,7200,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-09 00:00:00,,,true
203,branch:default,37,entrada:203,2026-02-09,2088.06,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-09 00:00:00,,,true
204,branch:default,37,entrada:204,2026-02-09,586.32,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-09 00:00:00,,,true
205,branch:default,46,entrada:205,2026-02-09,2000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-09 00:00:00,,,true
206,branch:default,29,entrada:206,2026-02-10,9750,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-10 00:00:00,,,true
207,branch:default,32,entrada:207,2026-02-11,1169.4,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-11 00:00:00,,,true
208,branch:default,32,entrada:208,2026-02-11,3005.14,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-11 00:00:00,,,true
209,branch:default,46,entrada:209,2026-02-12,2000,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 2000 | Dias credito origen: 0 | Status origen: 1,,2026-02-12 00:00:00,,,false
210,branch:default,47,entrada:210,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-12 00:00:00,,,true
211,branch:default,47,entrada:211,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-12 00:00:00,,,true
212,branch:default,47,entrada:212,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-12 00:00:00,,,true
213,branch:default,47,entrada:213,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-12 00:00:00,,,true
214,branch:default,47,entrada:214,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-12 00:00:00,,,true
215,branch:default,47,entrada:215,2026-02-12,5000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-12 00:00:00,,,true
216,branch:default,29,entrada:216,2026-02-13,82368,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-13 00:00:00,,,true
217,branch:default,29,entrada:217,2026-02-13,108368,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-13 00:00:00,,,true
218,branch:default,29,entrada:218,2026-02-13,3600,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-13 00:00:00,,,true
219,branch:default,29,entrada:219,2026-02-13,25350,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-13 00:00:00,,,true
220,branch:default,30,entrada:220,2026-02-13,6434.73,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-13 00:00:00,,,true
221,branch:default,37,entrada:221,2026-02-14,2200.24,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-14 00:00:00,,,true
222,branch:default,51,entrada:222,2026-02-17,1950,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-17 00:00:00,,,true
223,branch:default,47,entrada:223,2026-02-17,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-17 00:00:00,,,true
224,branch:default,47,entrada:224,2026-02-17,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-17 00:00:00,,,true
225,branch:default,47,entrada:225,2026-02-17,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-17 00:00:00,,,true
226,branch:default,47,entrada:226,2026-02-17,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-17 00:00:00,,,true
227,branch:default,35,entrada:227,2026-02-17,6688.11,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-17 00:00:00,,,true
228,branch:default,36,entrada:228,2026-02-17,74704,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-17 00:00:00,,,true
229,branch:default,36,entrada:229,2026-02-17,74704,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-17 00:00:00,,,true
230,branch:default,47,entrada:230,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
231,branch:default,47,entrada:231,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
232,branch:default,47,entrada:232,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
233,branch:default,47,entrada:233,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
234,branch:default,47,entrada:234,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-18 00:00:00,,,true
235,branch:default,47,entrada:235,2026-02-18,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-02-18 00:00:00,,,true
236,branch:default,47,entrada:236,2026-02-18,9300,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
237,branch:default,47,entrada:237,2026-02-18,9300,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-18 00:00:00,,,true
238,branch:default,47,entrada:238,2026-02-19,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-19 00:00:00,,,true
239,branch:default,47,entrada:239,2026-02-19,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-19 00:00:00,,,true
240,branch:default,29,entrada:240,2026-02-20,14000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-20 00:00:00,,,true
241,branch:default,51,entrada:241,2026-02-20,4105,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-20 00:00:00,,,true
242,branch:default,37,entrada:242,2026-02-21,1500.96,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-21 00:00:00,,,true
243,branch:default,52,entrada:243,2026-02-24,7933,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-24 00:00:00,,,true
244,branch:default,40,entrada:244,2026-02-24,14000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-24 00:00:00,,,true
245,branch:default,52,entrada:245,2026-02-25,28125,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 28125 | Dias credito origen: 0 | Status origen: 1,,2026-02-25 00:00:00,,,false
246,branch:default,46,entrada:246,2026-02-25,2000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-25 00:00:00,,,true
247,branch:default,40,entrada:247,2026-02-26,11200,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-26 00:00:00,,,true
248,branch:default,29,entrada:248,2026-02-26,108420,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-26 00:00:00,,,true
249,branch:default,52,entrada:249,2026-02-26,1067,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 1067 | Dias credito origen: 0 | Status origen: 1,,2026-02-26 00:00:00,,,false
250,branch:default,47,entrada:250,2026-02-26,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-26 00:00:00,,,true
251,branch:default,46,entrada:251,2026-02-27,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-02-27 00:00:00,,,true
252,branch:default,47,entrada:252,2026-03-02,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-02 00:00:00,,,true
253,branch:default,47,entrada:253,2026-03-02,9300,Usuario origen: ALONDRA26 | Liquidado origen: 1 | Credito abonado origen: 9300 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 9300,,2026-03-02 00:00:00,,,false
254,branch:default,51,entrada:254,2026-03-02,425,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-02 00:00:00,,,true
255,branch:default,52,entrada:255,2026-03-02,3966.62,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-02 00:00:00,,,true
256,branch:default,52,entrada:256,2026-03-02,8082,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-02 00:00:00,,,true
257,branch:default,46,entrada:257,2026-03-03,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-03 00:00:00,,,true
258,branch:default,52,entrada:258,2026-03-03,16200,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-03 00:00:00,,,true
259,branch:default,52,entrada:259,2026-03-04,3600,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-04 00:00:00,,,true
260,branch:default,51,entrada:260,2026-03-04,500,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-04 00:00:00,,,true
261,branch:default,29,entrada:261,2026-03-04,39400,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-04 00:00:00,,,true
262,branch:default,47,entrada:262,2026-03-05,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-05 00:00:00,,,true
263,branch:default,47,entrada:263,2026-03-05,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-05 00:00:00,,,true
264,branch:default,47,entrada:264,2026-03-05,9300,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-05 00:00:00,,,true
265,branch:default,52,entrada:265,2026-03-05,21600,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-05 00:00:00,,,true
266,branch:default,46,entrada:266,2026-03-06,1430,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-06 00:00:00,,,true
267,branch:default,52,entrada:267,2026-03-06,3266,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-06 00:00:00,,,true
268,branch:default,51,entrada:268,2026-03-07,100,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-07 00:00:00,,,true
269,branch:default,52,entrada:269,2026-03-09,7290,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-09 00:00:00,,,true
270,branch:default,52,entrada:270,2026-03-09,18000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-09 00:00:00,,,true
271,branch:default,52,entrada:271,2026-03-10,233.33,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-10 00:00:00,,,true
272,branch:default,46,entrada:272,2026-03-10,2000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-10 00:00:00,,,true
273,branch:default,40,entrada:273,2026-03-10,22400,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-10 00:00:00,,,true
274,branch:default,51,entrada:274,2026-03-11,1746,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-11 00:00:00,,,true
275,branch:default,29,entrada:275,2026-03-11,188500,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-11 00:00:00,,,true
276,branch:default,37,entrada:276,2026-03-11,259.39,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-11 00:00:00,,,true
277,branch:default,37,entrada:277,2026-03-11,897.19,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-11 00:00:00,,,true
278,branch:default,52,entrada:278,2026-03-12,3266.62,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-12 00:00:00,,,true
279,branch:default,52,entrada:279,2026-03-12,25200,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-12 00:00:00,,,true
280,branch:default,51,entrada:280,2026-03-12,2664,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-12 00:00:00,,,true
281,branch:default,51,entrada:281,2026-03-13,104,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-13 00:00:00,,,true
282,branch:default,51,entrada:282,2026-03-16,350,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-16 00:00:00,,,true
283,branch:default,52,entrada:283,2026-03-17,18036,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-17 00:00:00,,,true
284,branch:default,51,entrada:284,2026-03-17,352,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-17 00:00:00,,,true
285,branch:default,52,entrada:285,2026-03-18,18014,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-18 00:00:00,,,true
286,branch:default,46,entrada:286,2026-03-19,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-19 00:00:00,,,true
287,branch:default,46,entrada:287,2026-03-19,2000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-19 00:00:00,,,true
288,branch:default,29,entrada:288,2026-03-20,16800,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-03-20 00:00:00,,,true
289,branch:default,29,entrada:289,2026-03-20,16800,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
290,branch:default,52,entrada:290,2026-03-20,11453,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
291,branch:default,46,entrada:291,2026-03-20,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
292,branch:default,46,entrada:292,2026-03-20,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
293,branch:default,46,entrada:293,2026-03-20,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
294,branch:default,46,entrada:294,2026-03-20,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
295,branch:default,51,entrada:295,2026-03-20,272,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
296,branch:default,29,entrada:296,2026-03-20,18950,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-03-20 00:00:00,,,true
297,branch:default,29,entrada:297,2026-03-20,18950,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-20 00:00:00,,,true
298,branch:default,29,entrada:298,2026-03-21,45330,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-21 00:00:00,,,true
299,branch:default,37,entrada:299,2026-03-21,421.5,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-21 00:00:00,,,true
300,branch:default,37,entrada:300,2026-03-21,2306.94,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-21 00:00:00,,,true
301,branch:default,47,entrada:301,2026-03-21,11000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-21 00:00:00,,,true
302,branch:default,46,entrada:302,2026-03-23,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-23 00:00:00,,,true
303,branch:default,46,entrada:303,2026-03-23,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-23 00:00:00,,,true
304,branch:default,46,entrada:304,2026-03-23,1000,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-23 00:00:00,,,true
305,branch:default,52,entrada:305,2026-03-24,16400,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-03-24 00:00:00,,,true
306,branch:default,52,entrada:306,2026-03-24,80,Usuario origen: ALONDRA26 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-03-24 00:00:00,,,true
