legacy_id,branch_legacy_id,supplier_legacy_id,reference,purchase_date,total,notes,created_by,created_at,deleted_at,delete_note,is_credit
45,branch:default,38,entrada:45,2025-09-12,53279.96,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 53279.96 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 53279.96,,2025-09-12 00:00:00,,,false
46,branch:default,35,entrada:46,2025-09-13,4156.01,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 4156.01 | Dias credito origen: 0 | Status origen: 1,,2025-09-13 00:00:00,,,false
47,branch:default,29,entrada:47,2025-09-15,42500,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-15 00:00:00,,,true
48,branch:default,38,entrada:48,2025-09-15,34945,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 34945 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 34945,,2025-09-15 00:00:00,,,false
49,branch:default,37,entrada:49,2025-09-19,5055.35,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-19 00:00:00,,,true
50,branch:default,37,entrada:50,2025-09-19,1490,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1490 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 1490,,2025-09-19 00:00:00,,,false
51,branch:default,30,entrada:51,2025-09-22,16837.49,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 16837.49 | Dias credito origen: 0 | Status origen: 1,,2025-09-22 00:00:00,,,false
52,branch:default,29,entrada:52,2025-09-22,19800,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-22 00:00:00,,,true
53,branch:default,35,entrada:53,2025-09-24,6327.77,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 6327.77 | Dias credito origen: 0 | Status origen: 1,,2025-09-24 00:00:00,,,false
54,branch:default,29,entrada:54,2025-09-24,42200,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-24 00:00:00,,,true
55,branch:default,36,entrada:55,2025-09-25,27473.44,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 27473.44 | Dias credito origen: 0 | Status origen: 1,,2025-09-25 00:00:00,,,false
56,branch:default,38,entrada:56,2025-09-26,173220.48,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-26 00:00:00,,,true
57,branch:default,37,entrada:57,2025-09-27,4059.48,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-09-27 00:00:00,,,true
58,branch:default,35,entrada:58,2025-09-29,3340.97,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 3340.97 | Dias credito origen: 0 | Status origen: 1,,2025-09-29 00:00:00,,,false
59,branch:default,30,entrada:59,2025-10-02,14092.42,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 14092.42 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 14092.42,,2025-10-02 00:00:00,,,false
60,branch:default,40,entrada:60,2025-10-03,36000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-03 00:00:00,,,true
61,branch:default,41,entrada:61,2025-10-03,23724.7,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-03 00:00:00,,,true
62,branch:default,37,entrada:62,2025-10-03,16760.21,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 16760.21 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 16760.21,,2025-10-03 00:00:00,,,false
63,branch:default,37,entrada:63,2025-10-03,1310.06,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1310.06 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 1310.06,,2025-10-03 00:00:00,,,false
64,branch:default,37,entrada:64,2025-10-07,3438,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3438 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 3438,,2025-10-07 00:00:00,,,false
65,branch:default,29,entrada:65,2025-10-09,26400,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-09 00:00:00,,,true
66,branch:default,29,entrada:66,2025-10-10,40162.5,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 40162.5 | Dias credito origen: 0 | Status origen: 1,,2025-10-10 00:00:00,,,false
67,branch:default,29,entrada:67,2025-10-10,264600,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-10 00:00:00,,,true
68,branch:default,29,entrada:68,2025-10-11,20000,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-11 00:00:00,,,true
69,branch:default,30,entrada:69,2025-10-15,2176,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2176 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 2176,,2025-10-15 00:00:00,,,false
70,branch:default,30,entrada:70,2025-10-16,5165.78,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 5165.78 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 5165.78,,2025-10-16 00:00:00,,,false
71,branch:default,37,entrada:71,2025-10-21,3040,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3040 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 3040,,2025-10-21 00:00:00,,,false
72,branch:default,37,entrada:72,2025-10-21,1944,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 1944 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 1944,,2025-10-21 00:00:00,,,true
73,branch:default,37,entrada:73,2025-10-21,1229.98,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1229.98 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 1229.98,,2025-10-21 00:00:00,,,false
74,branch:default,40,entrada:74,2025-10-21,34400,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-21 00:00:00,,,true
75,branch:default,42,entrada:75,2025-10-24,1736.98,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1736.98 | Dias credito origen: 0 | Status origen: 1,,2025-10-24 00:00:00,,,false
76,branch:default,29,entrada:76,2025-10-25,950,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 950 | Dias credito origen: 0 | Status origen: 1,,2025-10-25 00:00:00,,,false
77,branch:default,29,entrada:77,2025-10-25,26285,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 26285 | Dias credito origen: 0 | Status origen: 1,,2025-10-25 00:00:00,,,false
78,branch:default,43,entrada:78,2025-10-25,7860.42,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7860.42 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7860.42,,2025-10-25 00:00:00,,,false
79,branch:default,29,entrada:79,2025-10-27,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7500 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7500,,2025-10-27 00:00:00,,,false
80,branch:default,29,entrada:80,2025-10-28,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7500 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7500,,2025-10-28 00:00:00,,,false
81,branch:default,32,entrada:81,2025-10-29,6508.45,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 6508.45 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 6508.45,,2025-10-29 00:00:00,,,false
82,branch:default,29,entrada:82,2025-10-29,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7500 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7500,,2025-10-29 00:00:00,,,false
83,branch:default,44,entrada:83,2025-10-31,4500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4500 | Dias credito origen: 0 | Status origen: 1,,2025-10-31 00:00:00,,,false
84,branch:default,44,entrada:84,2025-10-31,4500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4500 | Dias credito origen: 0 | Status origen: 1,,2025-10-31 00:00:00,,,false
85,branch:default,40,entrada:85,2025-10-31,17200,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-10-31 00:00:00,,,true
86,branch:default,37,entrada:86,2025-10-31,3040,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3040 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 3040,,2025-10-31 00:00:00,,,false
87,branch:default,37,entrada:87,2025-10-31,1664.99,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1664.99 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 1664.99,,2025-10-31 00:00:00,,,false
88,branch:default,29,entrada:88,2025-11-04,21600,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 21600 | Dias credito origen: 0 | Status origen: 1,,2025-11-04 00:00:00,,,false
89,branch:default,40,entrada:89,2025-11-06,34400,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-06 00:00:00,,,true
90,branch:default,45,entrada:90,2025-11-06,3723,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3723 | Dias credito origen: 0 | Status origen: 1,,2025-11-06 00:00:00,,,false
91,branch:default,29,entrada:91,2025-11-07,148320,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-07 00:00:00,,,true
92,branch:default,46,entrada:92,2025-11-07,2000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-07 00:00:00,,,true
93,branch:default,29,entrada:93,2025-11-08,43600,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-08 00:00:00,,,true
94,branch:default,35,entrada:94,2025-11-11,5955.68,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-11 00:00:00,,,true
95,branch:default,40,entrada:95,2025-11-13,16800,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 16800 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 16800,,2025-11-13 00:00:00,,,false
96,branch:default,29,entrada:96,2025-11-14,35640,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 35640 | Dias credito origen: 0 | Status origen: 1,,2025-11-14 00:00:00,,,false
97,branch:default,30,entrada:97,2025-11-15,8321.02,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-15 00:00:00,,,true
98,branch:default,37,entrada:98,2025-11-15,2835.22,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2835.22 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 2835.22,,2025-11-15 00:00:00,,,false
99,branch:default,47,entrada:99,2025-11-17,9000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-17 00:00:00,,,true
100,branch:default,46,entrada:100,2025-11-17,1000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-17 00:00:00,,,true
101,branch:default,29,entrada:101,2025-11-18,400,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-18 00:00:00,,,true
102,branch:default,35,entrada:102,2025-11-18,643.98,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-18 00:00:00,,,true
103,branch:default,33,entrada:103,2025-11-19,1059.5,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1059.5 | Dias credito origen: 0 | Status origen: 1,,2025-11-19 00:00:00,,,false
104,branch:default,48,entrada:104,2025-11-21,14000,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 14000 | Dias credito origen: 0 | Status origen: 1,,2025-11-21 00:00:00,,,false
105,branch:default,40,entrada:105,2025-11-26,35200,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 35200 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 35200,,2025-11-26 00:00:00,,,false
106,branch:default,49,entrada:106,2025-11-28,2400,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2400 | Dias credito origen: 0 | Status origen: 1,,2025-11-28 00:00:00,,,false
107,branch:default,29,entrada:107,2025-11-29,127680,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-11-29 00:00:00,,,true
108,branch:default,50,entrada:108,2025-12-01,9470,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 9470 | Dias credito origen: 0 | Status origen: 1,,2025-12-01 00:00:00,,,false
109,branch:default,29,entrada:109,2025-12-01,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7500 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7500,,2025-12-01 00:00:00,,,false
110,branch:default,29,entrada:110,2025-12-01,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-01 00:00:00,,,true
111,branch:default,37,entrada:111,2025-12-02,810,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-02 00:00:00,,,true
112,branch:default,37,entrada:112,2025-12-02,130.18,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-02 00:00:00,,,true
113,branch:default,29,entrada:113,2025-12-03,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7500 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 7500,,2025-12-03 00:00:00,,,false
114,branch:default,36,entrada:114,2025-12-03,1987.5,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1987.5 | Dias credito origen: 0 | Status origen: 1,,2025-12-03 00:00:00,,,false
115,branch:default,46,entrada:115,2025-12-04,2000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-04 00:00:00,,,true
116,branch:default,47,entrada:116,2025-12-04,5300,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-04 00:00:00,,,true
117,branch:default,29,entrada:117,2025-12-05,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-05 00:00:00,,,true
118,branch:default,29,entrada:118,2025-12-06,9750,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 9750 | Dias credito origen: 0 | Status origen: 1,,2025-12-06 00:00:00,,,false
119,branch:default,29,entrada:119,2025-12-06,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-06 00:00:00,,,true
120,branch:default,48,entrada:120,2025-12-08,7800,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7800 | Dias credito origen: 0 | Status origen: 1,,2025-12-08 00:00:00,,,false
121,branch:default,29,entrada:121,2025-12-09,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-09 00:00:00,,,true
122,branch:default,29,entrada:122,2025-12-09,30650,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-09 00:00:00,,,true
123,branch:default,40,entrada:123,2025-12-09,39200,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 39200 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 39200,,2025-12-09 00:00:00,,,false
124,branch:default,42,entrada:124,2025-12-09,1326,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-09 00:00:00,,,true
125,branch:default,42,entrada:125,2025-12-09,1784.98,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1784.98 | Dias credito origen: 0 | Status origen: 1,,2025-12-09 00:00:00,,,false
126,branch:default,29,entrada:126,2025-12-09,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-09 00:00:00,,,true
127,branch:default,47,entrada:127,2025-12-10,4700,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-10 00:00:00,,,true
128,branch:default,29,entrada:128,2025-12-10,1975,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1975 | Dias credito origen: 0 | Status origen: 1,,2025-12-10 00:00:00,,,false
129,branch:default,51,entrada:129,2025-12-12,200,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 200 | Dias credito origen: 0 | Status origen: 1,,2025-12-12 00:00:00,,,false
130,branch:default,40,entrada:130,2025-12-12,25800,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-12 00:00:00,,,true
131,branch:default,39,entrada:131,2025-12-15,1643.9,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1643.9 | Dias credito origen: 0 | Status origen: 1,,2025-12-15 00:00:00,,,false
132,branch:default,37,entrada:132,2025-12-15,4892.99,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 4892.99 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 4892.99,,2025-12-15 00:00:00,,,false
133,branch:default,46,entrada:133,2025-12-16,5000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-16 00:00:00,,,true
134,branch:default,46,entrada:134,2025-12-17,1000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-17 00:00:00,,,true
135,branch:default,46,entrada:135,2025-12-17,1000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-17 00:00:00,,,true
136,branch:default,29,entrada:136,2025-12-18,127680,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-18 00:00:00,,,true
137,branch:default,46,entrada:137,2025-12-18,225,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-18 00:00:00,,,true
138,branch:default,29,entrada:138,2025-12-18,1290,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-18 00:00:00,,,true
139,branch:default,29,entrada:139,2025-12-18,98080,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-18 00:00:00,,,true
140,branch:default,29,entrada:140,2025-12-22,16850,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 16850 | Dias credito origen: 0 | Status origen: 1,,2025-12-22 00:00:00,,,false
141,branch:default,36,entrada:141,2025-12-22,49881.57,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-22 00:00:00,,,true
142,branch:default,36,entrada:142,2025-12-23,84252.54,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-23 00:00:00,,,true
143,branch:default,46,entrada:143,2025-12-24,1000,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2025-12-24 00:00:00,,,true
144,branch:default,37,entrada:144,2025-12-29,5489,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-29 00:00:00,,,true
145,branch:default,29,entrada:145,2025-12-31,7500,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2025-12-31 00:00:00,,,true
146,branch:default,46,entrada:146,2026-01-05,1000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-05 00:00:00,,,true
147,branch:default,29,entrada:147,2026-01-05,7500,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-05 00:00:00,,,true
148,branch:default,47,entrada:148,2026-01-06,9000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-01-06 00:00:00,,,true
149,branch:default,47,entrada:149,2026-01-06,9000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 0,,2026-01-06 00:00:00,,,true
150,branch:default,40,entrada:150,2026-01-06,26400,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 26400 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 26400,,2026-01-06 00:00:00,,,false
151,branch:default,51,entrada:151,2026-01-07,66,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 66 | Dias credito origen: 0 | Status origen: 1,,2026-01-07 00:00:00,,,false
152,branch:default,37,entrada:152,2026-01-09,1697.85,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-09 00:00:00,,,true
153,branch:default,37,entrada:153,2026-01-09,325.77,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 325.77 | Dias credito origen: 30 | Status origen: 1 | Abonos proveedor origen: 325.77,,2026-01-09 00:00:00,,,false
154,branch:default,29,entrada:154,2026-01-10,13000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-10 00:00:00,,,true
155,branch:default,29,entrada:155,2026-01-12,9750,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 9750 | Dias credito origen: 0 | Status origen: 1,,2026-01-12 00:00:00,,,false
156,branch:default,35,entrada:156,2026-01-12,4118.02,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-12 00:00:00,,,true
157,branch:default,36,entrada:157,2026-01-12,90774.15,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-12 00:00:00,,,true
158,branch:default,29,entrada:158,2026-01-12,1950,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-12 00:00:00,,,true
159,branch:default,51,entrada:159,2026-01-13,95,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-13 00:00:00,,,true
160,branch:default,46,entrada:160,2026-01-13,1000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-13 00:00:00,,,true
161,branch:default,46,entrada:161,2026-01-13,5000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-13 00:00:00,,,true
162,branch:default,36,entrada:162,2026-01-13,53505.09,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-13 00:00:00,,,true
163,branch:default,29,entrada:163,2026-01-14,14000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-14 00:00:00,,,true
164,branch:default,46,entrada:164,2026-01-14,12500,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-14 00:00:00,,,true
165,branch:default,52,entrada:165,2026-01-14,17850,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 17850 | Dias credito origen: 0 | Status origen: 1,,2026-01-14 00:00:00,,,false
166,branch:default,46,entrada:166,2026-01-15,12500,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-15 00:00:00,,,true
167,branch:default,29,entrada:167,2026-01-15,25350,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-15 00:00:00,,,true
168,branch:default,29,entrada:168,2026-01-15,36780,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-15 00:00:00,,,true
169,branch:default,29,entrada:169,2026-01-16,14000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-16 00:00:00,,,true
170,branch:default,46,entrada:170,2026-01-16,20000,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-16 00:00:00,,,true
171,branch:default,52,entrada:171,2026-01-19,5400,Usuario origen: Administrador | Liquidado origen: 1 | Credito abonado origen: 5400 | Dias credito origen: 0 | Status origen: 1,,2026-01-19 00:00:00,,,false
172,branch:default,40,entrada:172,2026-01-19,34400,Usuario origen: Administrador | Liquidado origen: 0 | Credito abonado origen: 0 | Dias credito origen: 30 | Status origen: 1,,2026-01-19 00:00:00,,,true
